Time [s],Value,Parity Error,Framing Error

TX1
01 A4 80 03 00 08 02 00 01 FF 00 00 01 1A 00 FB 19
2.1344250625,	'0' (0x00),,
2.1347118125,	'0' (0x00),,
2.1349985,		'0' (0x00),,
2.1352851875,	'0' (0x00),,
2.1355719375,	'0' (0x00),,
2.135858625,	'0' (0x00),,
2.136145375,	'0' (0x00),,
2.1364320625,	'0' (0x00),,
2.1367188125,	'0' (0x00),,
2.1370055,		'0' (0x00),,
2.13729225,		 N  (0x4E),,
2.1375789375, '237' (0xED),,
*************************************************************************


TX18
01 A4 80 03 00 08 02 00 01 FF 00 00 01 20 00 5B 0B
2.4621410625,	'1' (0x01),,
2.4624015,    '164' (0xA4),,
2.4626619375, '128' (0x80),,
2.462922375,	'3' (0x03),,
2.4631828125,	'0' (0x00),,
2.46344325,		'8' (0x08),,
2.46370375,		'2' (0x02),,
2.4639641875,	'0' (0x00),,
2.464224625,	'1' (0x01),,
2.4644850625, '255' (0xFF),,
2.4647455,		'0' (0x00),,
2.4650059375,	'0' (0x00),,
2.465266375,	'1' (0x01),,
2.4655268125,	' ' (0x20),,
2.46578725,		'0' (0x00),,
2.4660476875,	 [  (0x5B),,
2.466308125,   '11' (0x0B),,

RX18
01 A4 80 00 03 18 02 03 01 FF 00 00 01 20 10 00 30 30 30 30 30 30 30 30 30 30 30 30 30 30 30 5C E1
2.4837503125,	'1' (0x01),,
2.484036875,  '164' (0xA4),,
2.484323625,  '128' (0x80),,
2.4846103125,	'0' (0x00),,
2.4848970625,	'3' (0x03),,
2.48518375,    '24' (0x18),,
2.4854705,		'2' (0x02),,
2.4857571875,	'3' (0x03),,
2.486043875,	'1' (0x01),,
2.486330625,  '255' (0xFF),,
2.486617375,	'0' (0x00),,
2.4869040625,	'0' (0x00),,
2.48719075,		'1' (0x01),,
2.4874775,		' ' (0x20),,
2.4877641875,  '16' (0x10),,
2.4880509375,	'0' (0x00),,	(Responsible)
2.488337625,	'0' (0x30),,
2.488624375,	'0' (0x30),,
2.4889110625,	'0' (0x30),,
2.48919775,		'0' (0x30),,
2.4894845,		'0' (0x30),,
2.4897711875,	'0' (0x30),,
2.4900579375,	'0' (0x30),,
2.490344625,	'0' (0x30),,
2.490631375,	'0' (0x30),,
2.4909180625,	'0' (0x30),,
2.4912048125,	'0' (0x30),,
2.4914915,		'0' (0x30),,
2.49177825,		'0' (0x30),,
2.4920649375,	'0' (0x30),,
2.4923516875,	'0' (0x30),,
2.492638375,  	'\' (0x5C),,
2.492925125,	 á  (0xE1),,
*************************************************************************
