Time [s],Value,Parity Error,Framing Error


TX1
01 A4 80 03 00 08 02 00 01 FF 00 00 01 18 00 9B 18
1.8410250625,' ' (0x20),,
1.8413118125,' ' (0x20),,
1.8415985,' ' (0x20),,
1.84188525,' ' (0x20),,
1.8421719375,' ' (0x20),,
1.8424586875,' ' (0x20),,
1.842745375,' ' (0x20),,
1.843032125,' ' (0x20),,
1.8433188125,' ' (0x20),,
1.8436055625,'0' (0x00),,
1.84389225,'199' (0xC7),,
1.844179,'178' (0xB2),,
***********************************************************************

TX16
01 A4 80 03 00 08 02 00 03 01 FF 00 01 08 00 51 37
1.8621284375,'1' (0x01),,
1.862388875,'164' (0xA4),,
1.8626493125,'128' (0x80),,
1.86290975,'3' (0x03),,
1.8631701875,'0' (0x00),,
1.863430625,'8' (0x08),,
1.8636910625,'2' (0x02),,
1.8639515,'0' (0x00),,
1.8642119375,'3' (0x03),,
1.864472375,'1' (0x01),,
1.864732875,'255' (0xFF),,
1.8649933125,'0' (0x00),,
1.86525375,'1' (0x01),,
1.8655141875,'8' (0x08),,
1.865774625,'0' (0x00),,
1.8660350625,Q (0x51),,
1.8662955,7 (0x37),,

RX16
01 A4 80 00 03 09 02 03 03 01 FF 00 01 08 01 01 4D C1
1.910489,'1' (0x01),,
1.9107755625,'164' (0xA4),,
1.91106225,'128' (0x80),,
1.911349,'0' (0x00),,
1.9116356875,'3' (0x03),,
1.9119224375,\t (0x09),,
1.912209125,'2' (0x02),,
1.9124958125,'3' (0x03),,
1.9127825625,'3' (0x03),,
1.91306925,'1' (0x01),,
1.913356,'255' (0xFF),,
1.91364275,'0' (0x00),,
1.9139294375,'1' (0x01),,
1.914216125,'8' (0x08),,
1.914502875,'1' (0x01),,
1.9147895625,'1' (0x01),,		(Number of LVLDs)
1.9150763125,M (0x4D),,
1.915363,'193' (0xC1),,
***********************************************************************


TX17
01 A4 80 03 00 08 02 08 03 01 FF 00 01 08 00 F7 36
1.935442625,'1' (0x01),,
1.9357030625,'164' (0xA4),,
1.9359635625,'128' (0x80),,
1.936224,'3' (0x03),,
1.9364844375,'0' (0x00),,
1.936744875,'8' (0x08),,
1.9370053125,'2' (0x02),,
1.93726575,'8' (0x08),,
1.9375261875,'3' (0x03),,
1.937786625,'1' (0x01),,
1.9380470625,'255' (0xFF),,
1.9383075,'0' (0x00),,
1.9385679375,'1' (0x01),,
1.938828375,'8' (0x08),,
1.9390888125,'0' (0x00),,
1.93934925,'247' (0xF7),,
1.9396096875,6 (0x36),,

RX17
01 A4 80 00 03 09 02 0B 03 01 FF 00 01 08 01 00 4D 67
1.9518023125,'1' (0x01),,
1.952088875,'164' (0xA4),,
1.9523755625,'128' (0x80),,
1.9526623125,'0' (0x00),,
1.952949,'3' (0x03),,
1.95323575,\t (0x09),,
1.9535224375,'2' (0x02),,
1.9538091875,'11' (0x0B),,
1.954095875,'3' (0x03),,
1.954382625,'1' (0x01),,
1.9546693125,'255' (0xFF),,
1.9549560625,'0' (0x00),,
1.95524275,'1' (0x01),,
1.9555295,'8' (0x08),,
1.9558161875,'1' (0x01),,
1.956102875,'0' (0x00),,
1.956389625,M (0x4D),,
1.9566763125,g (0x67),,
***********************************************************************


TX18
01 A4 80 03 00 08 02 07 03 01 FF 00 01 08 00 B7 76
1.972451375,'1' (0x01),,
1.9727118125,'164' (0xA4),,
1.97297225,'128' (0x80),,
1.9732326875,'3' (0x03),,
1.973493125,'0' (0x00),,
1.9737535625,'8' (0x08),,
1.974014,'2' (0x02),,
1.9742744375,'7' (0x07),,
1.974534875,'3' (0x03),,
1.9747953125,'1' (0x01),,
1.97505575,'255' (0xFF),,
1.9753161875,'0' (0x00),,
1.975576625,'1' (0x01),,
1.9758370625,'8' (0x08),,
1.9760975625,'0' (0x00),,
1.976358,'183' (0xB7),,
1.9766184375,v (0x76),,

RX18
01 A4 80 00 03 09 02 0C 03 01 FF 00 01 08 01 03 7C 01
1.998406875,'1' (0x01),,
1.9986934375,'164' (0xA4),,
1.998980125,'128' (0x80),,
1.999266875,'0' (0x00),,
1.9995535625,'3' (0x03),,
1.9998403125,\t (0x09),,
2.000127,'2' (0x02),,
2.00041375,'12' (0x0C),,
2.0007004375,'3' (0x03),,
2.0009871875,'1' (0x01),,
2.001273875,'255' (0xFF),,
2.001560625,'0' (0x00),,
2.0018473125,'1' (0x01),,
2.002160125,'8' (0x08),,
2.0024468125,'1' (0x01),,
2.0027335625,'3' (0x03),,
2.00302025,| (0x7C),,
2.0033069375,'1' (0x01),,
***********************************************************************


TX19
01 A4 80 03 00 08 02 00 03 01 01 FF 06 01 00 00 99
2.024774,'1' (0x01),,
2.0250344375,'164' (0xA4),,
2.025294875,'128' (0x80),,
2.0255553125,'3' (0x03),,
2.02581575,'0' (0x00),,
2.0260761875,'8' (0x08),,
2.026336625,'2' (0x02),,
2.026597125,'0' (0x00),,
2.0268575625,'3' (0x03),,
2.027118,'1' (0x01),,
2.0273784375,'1' (0x01),,
2.027638875,'255' (0xFF),,
2.0278993125,'6' (0x06),,
2.02815975,'1' (0x01),,
2.0284201875,'0' (0x00),,
2.028680625,'0' (0x00),,
2.0289410625,'153' (0x99),,

RX19
01 A4 80 00 03 09 02 06 03 01 01 FF 06 01 01 01 A1 2E
2.1208350625,'1' (0x01),,
2.121121625,'164' (0xA4),,
2.121408375,'128' (0x80),,
2.1216950625,'0' (0x00),,
2.1219818125,'3' (0x03),,
2.1222685,\t (0x09),,
2.1225551875,'2' (0x02),,
2.1228419375,'6' (0x06),,
2.123128625,'3' (0x03),,
2.123415375,'1' (0x01),,
2.123702125,'1' (0x01),,
2.1239888125,'255' (0xFF),,
2.1242755625,'6' (0x06),,
2.12456225,'1' (0x01),,
2.1248489375,'1' (0x01),,
2.1251356875,'5' (0x01),,		(LVLD 1.1 event status)
2.125422375,b (0xA1),,
2.125709125,/ (0x2E),,
***********************************************************************


TX20
01 A4 80 03 00 08 02 00 03 01 01 FF 06 04 00 50 9A
2.132544625,'1' (0x01),,
2.1328050625,'164' (0xA4),,
2.1330655,'128' (0x80),,
2.1333259375,'3' (0x03),,
2.133586375,'0' (0x00),,
2.1338468125,'8' (0x08),,
2.13410725,'2' (0x02),,
2.1343676875,'0' (0x00),,
2.134628125,'3' (0x03),,
2.1348885625,'1' (0x01),,
2.135149,'1' (0x01),,
2.1354094375,'255' (0xFF),,
2.135669875,'6' (0x06),,
2.1359303125,'4' (0x04),,
2.13619075,'0' (0x00),,
2.13645125,P (0x50),,
2.1367116875,'154' (0x9A),,

RX21
01 A4 80 00 03 09 02 03 03 01 01 FF 06 04 01 01 F0 01
2.153651125,'1' (0x01),,
2.1539376875,'164' (0xA4),,
2.1542244375,'128' (0x80),,
2.154511125,'0' (0x00),,
2.1549281875,'3' (0x03),,
2.155214875,\t (0x09),,
2.155501625,'2' (0x02),,
2.155788375,'3' (0x03),,
2.1560750625,'3' (0x03),,
2.15636175,'1' (0x01),,
2.1566485,'1' (0x01),,
2.1569351875,'255' (0xFF),,
2.1572219375,'6' (0x06),,
2.157508625,'4' (0x04),,
2.157795375,'1' (0x01),,
2.1580820625,'1' (0x01),,		(LVLD state Alarm Monitor On/Off)
2.1583688125,'240' (0xF0),,
2.1586555,'1' (0x01),,
***********************************************************************


TX21
01 A4 80 03 00 08 02 00 03 01 01 FF 06 03 00 60 98
2.162234875,'1' (0x01),,
2.162495375,'164' (0xA4),,
2.1627558125,'128' (0x80),,
2.16301625,'3' (0x03),,
2.1632766875,'0' (0x00),,
2.163537125,'8' (0x08),,
2.1637975625,'2' (0x02),,
2.164058,'0' (0x00),,
2.1643184375,'3' (0x03),,
2.164578875,'1' (0x01),,
2.1648393125,'1' (0x01),,
2.16509975,'255' (0xFF),,
2.1653601875,'6' (0x06),,
2.165620625,'3' (0x03),,
2.1658810625,'0' (0x00),,
2.1661415,` (0x60),,
2.1664019375,'152' (0x98),,

RX21
01 A4 80 00 03 18 02 03 03 01 01 FF 06 03 10 4C 56 4C 44 20 25 31 2E 25 32 20 20 20 20 20 20 3A D4
2.1755198125,'1' (0x01),,
2.175806375,'164' (0xA4),,
2.176093125,'128' (0x80),,
2.176379875,'0' (0x00),,
2.1766665625,'3' (0x03),,
2.1769533125,'24' (0x18),,
2.17724,'2' (0x02),,
2.1775266875,'3' (0x03),,
2.1778134375,'3' (0x03),,
2.178100125,'1' (0x01),,
2.178386875,'1' (0x01),,
2.1786735625,'255' (0xFF),,
2.1789603125,'6' (0x06),,
2.179247,'3' (0x03),,
2.17953375,'16' (0x10),,
2.1798204375,L (0x4C),,
2.1801071875,V (0x56),,
2.180393875,L (0x4C),,
2.180680625,D (0x44),,
2.1809673125,' ' (0x20),,
2.1812540625,% (0x25),,
2.18154075,1 (0x31),,
2.1818274375,. (0x2E),,
2.1821141875,% (0x25),,
2.182400875,2 (0x32),,
2.182687625,' ' (0x20),,
2.1829743125,' ' (0x20),,
2.1832610625,' ' (0x20),,
2.18354775,' ' (0x20),,
2.1838345,' ' (0x20),,
2.1841211875,' ' (0x20),,
2.1844079375,: (0x3A),,
2.184694625,'212' (0xD4),,
